iter	Passed	Remaining
1673	12554	2444
1674	12562	2437
1675	12569	2429
1676	12577	2422
1677	12584	2414
1678	12592	2407
1679	12600	2400
1680	12608	2392
1681	12616	2385
1682	12624	2377
1683	12632	2370
1684	12640	2362
1685	12647	2355
1686	12655	2348
1687	12662	2340
1688	12670	2332
1689	12677	2325
1690	12684	2317
1691	12692	2310
1692	12699	2302
1693	12707	2295
1694	12714	2287
1695	12721	2280
1696	12729	2272
1697	12737	2265
1698	12744	2257
1699	12752	2250
1700	12759	2242
1701	12767	2235
1702	12777	2228
1703	12786	2221
1704	12794	2213
1705	12801	2206
1706	12807	2198
1707	12814	2190
1708	12822	2183
1709	12829	2175
1710	12836	2168
1711	12843	2160
1712	12850	2153
1713	12857	2145
1714	12864	2137
1715	12871	2130
1716	12879	2122
1717	12886	2115
1718	12893	2107
1719	12900	2100
1720	12908	2092
1721	12915	2085
1722	12922	2077
1723	12930	2070
1724	12937	2062
1725	12945	2055
1726	12952	2047
1727	12960	2040
1728	12967	2032
1729	12975	2025
1730	12982	2017
1731	12989	2009
1732	12996	2002
1733	13004	1994
1734	13012	1987
1735	13019	1979
1736	13027	1972
1737	13034	1964
1738	13042	1957
1739	13049	1949
1740	13057	1942
1741	13064	1934
1742	13071	1927
1743	13078	1919
1744	13086	1912
1745	13094	1904
1746	13106	1898
1747	13114	1890
1748	13121	1883
1749	13128	1875
1750	13136	1868
1751	13143	1860
1752	13151	1853
1753	13158	1845
1754	13166	1837
1755	13173	1830
1756	13180	1822
1757	13188	1815
1758	13195	1807
1759	13202	1800
1760	13209	1792
1761	13217	1785
1762	13225	1777
1763	13232	1770
1764	13239	1762
1765	13247	1755
1766	13254	1747
1767	13261	1740
1768	13269	1732
1769	13277	1725
1770	13284	1717
1771	13292	1710
1772	13299	1702
1773	13306	1695
1774	13314	1687
1775	13321	1680
1776	13328	1672
1777	13335	1665
1778	13343	1657
1779	13351	1650
1780	13359	1642
1781	13366	1635
1782	13375	1627
1783	13382	1620
1784	13389	1612
1785	13397	1605
1786	13404	1597
1787	13412	1590
1788	13419	1582
1789	13426	1575
1790	13434	1567
1791	13441	1560
1792	13448	1552
1793	13455	1545
1794	13462	1537
1795	13470	1530
1796	13477	1522
1797	13485	1515
1798	13493	1507
1799	13500	1500
1800	13507	1492
1801	13515	1485
1802	13523	1477
1803	13531	1470
1804	13539	1462
1805	13547	1455
1806	13554	1447
1807	13562	1440
1808	13569	1432
1809	13576	1425
1810	13583	1417
1811	13591	1410
1812	13598	1402
1813	13606	1395
1814	13613	1387
1815	13620	1380
1816	13628	1372
1817	13636	1365
1818	13644	1357
1819	13652	1350
1820	13659	1342
1821	13666	1335
1822	13675	1327
1823	13683	1320
1824	13691	1312
1825	13699	1305
1826	13706	1297
1827	13713	1290
1828	13721	1282
1829	13729	1275
1830	13737	1267
1831	13745	1260
1832	13753	1253
1833	13760	1245
1834	13768	1238
1835	13777	1230
1836	13785	1223
1837	13794	1215
1838	13801	1208
1839	13809	1200
1840	13818	1193
1841	13826	1185
1842	13834	1178
1843	13842	1171
1844	13850	1163
1845	13858	1156
1846	13867	1148
1847	13875	1141
1848	13883	1133
1849	13891	1126
1850	13899	1118
1851	13907	1111
1852	13915	1103
1853	13924	1096
1854	13932	1089
1855	13940	1081
1856	13948	1074
1857	13957	1066
1858	13965	1059
1859	13973	1051
1860	13981	1044
1861	13990	1036
1862	13998	1029
1863	14006	1021
1864	14016	1014
1865	14024	1007
1866	14033	999
1867	14041	992
1868	14049	984
1869	14057	977
1870	14064	969
1871	14072	962
1872	14080	954
1873	14087	947
1874	14099	939
1875	14107	932
1876	14114	924
1877	14122	917
1878	14130	909
1879	14138	902
1880	14145	894
1881	14153	887
1882	14161	879
1883	14169	872
1884	14177	864
1885	14185	857
1886	14193	849
1887	14200	842
1888	14208	834
1889	14215	827
1890	14223	819
1891	14231	812
1892	14238	804
1893	14247	797
1894	14255	789
1895	14263	782
1896	14271	774
1897	14279	767
1898	14287	759
1899	14295	752
1900	14303	744
1901	14311	737
1902	14319	729
1903	14328	722
1904	14337	714
1905	14346	707
1906	14355	700
1907	14363	692
1908	14370	685
1909	14379	677
1910	14387	670
1911	14395	662
1912	14403	655
1913	14411	647
1914	14418	639
1915	14426	632
1916	14434	624
1917	14442	617
1918	14450	609
1919	14458	602
1920	14466	594
1921	14474	587
1922	14481	579
1923	14489	572
1924	14497	564
1925	14505	557
1926	14513	549
1927	14521	542
1928	14529	534
1929	14536	527
1930	14545	519
1931	14553	512
1932	14561	504
1933	14568	497
1934	14576	489
1935	14584	482
1936	14591	474
1937	14599	467
1938	14607	459
1939	14615	452
1940	14623	444
1941	14630	436
1942	14638	429
1943	14647	421
1944	14655	414
1945	14663	406
1946	14670	399
1947	14678	391
1948	14686	384
1949	14693	376
1950	14701	369
1951	14709	361
1952	14717	354
1953	14725	346
1954	14733	339
1955	14741	331
1956	14750	324
1957	14757	316
1958	14765	309
1959	14773	301
1960	14780	293
1961	14788	286
1962	14796	278
1963	14804	271
1964	14812	263
1965	14820	256
1966	14828	248
1967	14836	241
1968	14845	233
1969	14852	226
1970	14860	218
1971	14868	211
1972	14875	203
1973	14883	196
1974	14891	188
1975	14900	180
1976	14908	173
1977	14916	165
1978	14923	158
1979	14931	150
1980	14939	143
1981	14947	135
1982	14955	128
1983	14963	120
1984	14971	113
1985	14979	105
1986	14986	98
1987	14994	90
1988	15002	82
1989	15010	75
1990	15017	67
1991	15025	60
1992	15033	52
1993	15041	45
1994	15049	37
1995	15058	30
1996	15065	22
1997	15073	15
1998	15081	7
1999	15093	0
