iter	Logloss
1511	0.6397897105
1512	0.6397591858
1513	0.6397277071
1514	0.6396995622
1515	0.6396685092
1516	0.6396353123
1517	0.6396042869
1518	0.6395746979
1519	0.6395437303
1520	0.6395157385
1521	0.6394866265
1522	0.6394566173
1523	0.6394246412
1524	0.6393939073
1525	0.6393633675
1526	0.6393349666
1527	0.6393002179
1528	0.6392669781
1529	0.6392353898
1530	0.6392045651
1531	0.6391762941
1532	0.6391458826
1533	0.639115505
1534	0.639084588
1535	0.639056498
1536	0.6390288847
1537	0.6389982319
1538	0.6389658009
1539	0.6389326897
1540	0.6389044874
1541	0.6388762683
1542	0.6388454641
1543	0.6388117421
1544	0.6387819439
1545	0.6387548501
1546	0.6387247909
1547	0.6386928337
1548	0.6386609957
1549	0.638631131
1550	0.6386023898
1551	0.6385731599
1552	0.6385447054
1553	0.6385138183
1554	0.6384836947
1555	0.6384488174
1556	0.6384214606
1557	0.6383931298
1558	0.6383609614
1559	0.6383321382
1560	0.6383048499
1561	0.6382766255
1562	0.6382471091
1563	0.6382182799
1564	0.6381897763
1565	0.6381573912
1566	0.6381297201
1567	0.6381002441
1568	0.6380708403
1569	0.6380405147
1570	0.6380086302
1571	0.6379787793
1572	0.6379464589
1573	0.6379148178
1574	0.6378863545
1575	0.6378573792
1576	0.6378267869
1577	0.6377969927
1578	0.6377639572
1579	0.6377346211
1580	0.6377067079
1581	0.637677909
1582	0.6376480089
1583	0.6376191094
1584	0.6375861033
1585	0.6375532513
1586	0.6375256627
1587	0.6374973713
1588	0.6374684837
1589	0.6374405549
1590	0.6374116716
1591	0.6373812874
1592	0.6373494182
1593	0.6373189137
1594	0.6372887933
1595	0.6372594679
1596	0.6372320243
1597	0.6371985575
1598	0.6371688699
1599	0.637138859
1600	0.6371066265
1601	0.6370761074
1602	0.6370486983
1603	0.6370203469
1604	0.6369916942
1605	0.6369628942
1606	0.636934494
1607	0.6369061559
1608	0.6368772376
1609	0.6368467279
1610	0.6368205707
1611	0.6367924151
1612	0.6367627749
1613	0.6367331454
1614	0.6367007309
1615	0.6366699525
1616	0.6366412341
1617	0.6366104853
1618	0.6365813106
1619	0.6365521045
1620	0.6365227872
1621	0.636492208
1622	0.6364637006
1623	0.6364342249
1624	0.6364030096
1625	0.6363742153
1626	0.6363413783
1627	0.6363077584
1628	0.6362790271
1629	0.6362497967
1630	0.6362200905
1631	0.6361910404
1632	0.6361615714
1633	0.6361330451
1634	0.6361020363
1635	0.6360731031
1636	0.6360411285
1637	0.6360100396
1638	0.6359813951
1639	0.6359525265
1640	0.6359225411
1641	0.635893726
1642	0.6358618634
1643	0.635834152
1644	0.6358041706
1645	0.6357754947
1646	0.6357411344
1647	0.635712467
1648	0.6356833932
1649	0.6356550504
1650	0.6356270288
1651	0.6355980655
1652	0.6355680113
1653	0.63553808
1654	0.6355108516
1655	0.6354814707
1656	0.6354505794
1657	0.6354217657
1658	0.6353938383
1659	0.6353630348
1660	0.6353348333
1661	0.6353068931
1662	0.635277674
1663	0.6352489958
1664	0.6352196514
1665	0.6351906704
1666	0.6351610854
1667	0.6351300767
1668	0.6351016764
1669	0.6350722706
1670	0.6350424909
1671	0.635010777
1672	0.6349821792
1673	0.6349534678
1674	0.6349242914
1675	0.6348963803
1676	0.6348673126
1677	0.6348398176
1678	0.6348065484
1679	0.6347773663
1680	0.6347414491
1681	0.6347099681
1682	0.6346805494
1683	0.6346510444
1684	0.6346222278
1685	0.6345956055
1686	0.6345674807
1687	0.634539055
1688	0.6345125429
1689	0.6344835926
1690	0.6344563449
1691	0.6344283994
1692	0.6344003014
1693	0.6343705725
1694	0.634343415
1695	0.6343132158
1696	0.6342823819
1697	0.6342531612
1698	0.6342260189
1699	0.6341959689
1700	0.6341654948
1701	0.6341358797
1702	0.6341010669
1703	0.6340686975
1704	0.6340402458
1705	0.6340095879
1706	0.633980843
1707	0.6339533333
1708	0.6339236311
1709	0.6338947877
1710	0.6338643631
1711	0.6338367405
1712	0.6338094985
1713	0.6337822707
1714	0.6337564316
1715	0.6337242127
1716	0.6336998481
1717	0.6336717261
1718	0.6336437737
1719	0.6336139599
1720	0.6335837869
1721	0.6335555871
1722	0.6335232312
1723	0.6334945656
1724	0.6334628899
1725	0.6334331962
1726	0.633404659
1727	0.6333751973
1728	0.6333458206
1729	0.6333153025
1730	0.6332871557
1731	0.6332599241
1732	0.6332322025
1733	0.633204947
1734	0.6331765614
1735	0.633149295
1736	0.6331213686
1737	0.6330906731
1738	0.6330623267
1739	0.6330347114
1740	0.6330059387
1741	0.6329800377
1742	0.6329493984
1743	0.6329205855
1744	0.6328868843
1745	0.6328593638
1746	0.6328297057
1747	0.6327994203
1748	0.6327701418
1749	0.6327424254
1750	0.6327141739
1751	0.632686254
1752	0.6326583481
1753	0.6326263116
1754	0.6325973976
1755	0.6325701997
1756	0.6325400193
1757	0.6325114851
1758	0.6324837697
1759	0.6324528787
1760	0.6324251512
1761	0.6323966455
1762	0.6323678768
1763	0.6323374069
1764	0.6323093042
1765	0.6322811195
1766	0.6322536974
1767	0.6322226283
1768	0.6321939069
1769	0.6321648627
1770	0.6321363045
1771	0.6321074442
1772	0.6320787922
1773	0.6320491039
1774	0.6320221583
1775	0.6319944243
1776	0.6319650295
1777	0.631936766
1778	0.6319093806
1779	0.6318808685
1780	0.631851795
1781	0.6318241416
1782	0.6317990185
1783	0.6317673317
1784	0.6317393283
1785	0.6317097648
1786	0.6316825521
1787	0.6316514033
1788	0.6316225502
1789	0.6315902744
1790	0.6315623306
1791	0.6315357019
1792	0.6315028393
1793	0.6314748399
1794	0.6314462929
1795	0.6314181733
1796	0.6313881872
1797	0.631360071
1798	0.6313332028
1799	0.6313037031
1800	0.6312770078
1801	0.6312489087
1802	0.6312242212
1803	0.6311946473
1804	0.6311642051
1805	0.6311360465
1806	0.6311085269
1807	0.6310807121
1808	0.6310521051
1809	0.6310238565
1810	0.6309954295
1811	0.6309667746
1812	0.6309383835
1813	0.6309089013
1814	0.6308819377
1815	0.6308548196
1816	0.6308255597
1817	0.6307969247
1818	0.6307680652
1819	0.6307384624
1820	0.6307124784
1821	0.630682518
1822	0.630652855
1823	0.6306269537
1824	0.6306006886
1825	0.6305732684
1826	0.6305444385
1827	0.630515545
1828	0.6304871865
1829	0.6304603814
1830	0.630433866
1831	0.6304081524
1832	0.6303808278
1833	0.630353548
1834	0.6303234303
1835	0.630295933
1836	0.630265436
1837	0.6302355839
1838	0.6302031276
1839	0.6301779277
1840	0.6301496139
1841	0.6301209127
1842	0.6300946828
1843	0.6300616715
1844	0.6300337309
1845	0.6300065205
1846	0.6299776869
1847	0.6299480116
1848	0.6299198993
1849	0.6298913795
1850	0.6298662365
1851	0.6298379557
1852	0.6298130448
1853	0.6297851732
1854	0.6297573721
1855	0.6297308516
1856	0.6297024751
1857	0.6296761805
1858	0.6296471849
1859	0.6296179951
1860	0.6295899486
1861	0.629560195
1862	0.6295301888
1863	0.6295015647
1864	0.6294732934
1865	0.6294428089
1866	0.629411591
1867	0.6293834566
1868	0.6293562918
1869	0.629330847
1870	0.6293032405
1871	0.6292771684
1872	0.629249224
1873	0.6292176112
1874	0.6291838183
1875	0.6291545122
1876	0.6291275953
1877	0.6290996587
1878	0.6290711494
1879	0.6290408589
1880	0.6290135378
1881	0.6289803596
1882	0.6289529356
1883	0.6289216766
1884	0.6288946857
1885	0.6288665629
1886	0.6288348924
1887	0.6288077161
1888	0.6287752408
1889	0.6287497389
1890	0.6287191695
1891	0.6286882919
1892	0.6286620904
1893	0.6286326029
1894	0.6286044649
1895	0.6285783151
1896	0.6285506743
1897	0.6285184317
1898	0.6284911965
1899	0.6284573902
1900	0.6284289723
1901	0.6284006128
1902	0.6283700735
1903	0.6283428464
1904	0.6283154083
1905	0.6282860277
1906	0.6282560774
1907	0.6282261065
1908	0.6281996923
1909	0.6281737978
1910	0.6281461092
1911	0.6281186327
1912	0.6280921551
1913	0.6280664224
1914	0.6280395885
1915	0.6280155531
1916	0.6279853449
1917	0.6279579921
1918	0.627930206
1919	0.627903963
1920	0.6278762929
1921	0.6278463104
1922	0.6278160687
1923	0.6277892517
1924	0.6277611324
1925	0.6277338185
1926	0.6277081448
1927	0.6276810837
1928	0.6276543313
1929	0.6276265845
1930	0.6275994936
1931	0.6275740316
1932	0.6275451426
1933	0.627512785
1934	0.6274850466
1935	0.6274588604
1936	0.6274320184
1937	0.6274047132
1938	0.6273779512
1939	0.6273508007
1940	0.6273212773
1941	0.6272940346
1942	0.6272652399
1943	0.6272393503
1944	0.627213792
1945	0.6271865908
1946	0.6271602947
1947	0.6271336694
1948	0.6271067067
1949	0.6270803601
1950	0.6270534701
1951	0.6270255061
1952	0.6269973052
1953	0.6269687284
1954	0.6269441325
1955	0.6269167588
1956	0.626889897
1957	0.6268604704
1958	0.6268333864
1959	0.6268057079
1960	0.6267753633
1961	0.6267475513
1962	0.6267199172
1963	0.6266932073
1964	0.6266642374
1965	0.6266365039
1966	0.6266090175
1967	0.6265813887
1968	0.6265526843
1969	0.626526705
1970	0.6265003072
1971	0.6264708067
1972	0.6264441642
1973	0.6264185078
1974	0.6263892872
1975	0.6263556387
1976	0.6263230276
1977	0.62629566
1978	0.6262670484
1979	0.6262410057
1980	0.6262110514
1981	0.6261829577
1982	0.6261539805
1983	0.6261254404
1984	0.6260970947
1985	0.626070467
1986	0.6260412728
1987	0.6260142049
1988	0.6259818058
1989	0.6259548821
1990	0.6259280594
1991	0.625900807
1992	0.6258730602
1993	0.6258454205
1994	0.6258177186
1995	0.6257922251
1996	0.6257670679
1997	0.6257395569
1998	0.6257096104
1999	0.625684078
