iter	Logloss
472	0.6746490207
473	0.6746116652
474	0.6745745112
475	0.6745387721
476	0.6745017082
477	0.6744650381
478	0.6744290384
479	0.6743923785
480	0.6743558943
481	0.674319244
482	0.6742817038
483	0.6742448516
484	0.6742070541
485	0.6741702793
486	0.674133791
487	0.6740953133
488	0.6740608662
489	0.6740238643
490	0.6739825075
491	0.6739441088
492	0.6739073078
493	0.6738717106
494	0.6738353578
495	0.6737991154
496	0.673760463
497	0.673724052
498	0.673688126
499	0.6736517459
500	0.6736142665
501	0.673577502
502	0.67354183
503	0.6735054628
504	0.6734662986
505	0.6734287113
506	0.6733921162
507	0.6733564965
508	0.6733205797
509	0.6732870446
510	0.6732513629
511	0.6732160988
512	0.6731791496
513	0.6731426864
514	0.6731064861
515	0.6730710635
516	0.6730353412
517	0.6729976755
518	0.6729589536
519	0.6729230409
520	0.6728858612
521	0.6728493823
522	0.6728101314
523	0.6727730934
524	0.6727343554
525	0.6726972954
526	0.6726613778
527	0.6726259317
528	0.6725902729
529	0.6725509267
530	0.6725136454
531	0.6724761329
532	0.672437776
533	0.6724010499
534	0.6723641364
535	0.6723295077
536	0.6722946752
537	0.6722587294
538	0.6722219242
539	0.6721856478
540	0.6721488823
541	0.6721078317
542	0.6720734297
543	0.6720375341
544	0.6720024741
545	0.671962919
546	0.6719286395
547	0.6718921427
548	0.6718574582
549	0.6718215811
550	0.671785009
551	0.6717490926
552	0.6717135593
553	0.6716794417
554	0.6716434697
555	0.6716031298
556	0.6715685793
557	0.6715262549
558	0.6714894023
559	0.6714537922
560	0.6714172649
561	0.6713814265
562	0.6713431075
563	0.6713082319
564	0.6712720765
565	0.6712355316
566	0.6712003717
567	0.6711634251
568	0.6711250865
569	0.6710866675
570	0.6710482139
571	0.6710123285
572	0.6709768214
573	0.6709402855
574	0.6709005094
575	0.6708646151
576	0.6708286619
577	0.670792607
578	0.6707576989
579	0.6707215459
580	0.6706845826
581	0.6706456797
582	0.6706097429
583	0.6705740669
584	0.6705354309
585	0.6705008738
586	0.6704651642
587	0.6704263082
588	0.6703915151
589	0.6703531287
590	0.6703150476
591	0.6702804903
592	0.6702440733
593	0.6702064094
594	0.6701709601
595	0.6701346468
596	0.6700979243
597	0.6700601054
598	0.6700214623
599	0.6699834143
600	0.6699474582
601	0.6699145952
602	0.6698782081
603	0.6698407118
604	0.6698052567
605	0.6697697941
606	0.6697315365
607	0.6696978898
608	0.6696626342
609	0.6696275385
610	0.6695910779
611	0.6695553047
612	0.6695197974
613	0.6694859105
614	0.6694491105
615	0.6694122902
616	0.6693767848
617	0.6693407785
618	0.6693065037
619	0.6692716648
620	0.6692364209
621	0.6692013478
622	0.6691675216
623	0.6691292041
624	0.6690955305
625	0.6690571909
626	0.6690205271
627	0.6689848952
628	0.668947296
629	0.6689088584
630	0.6688728004
631	0.6688373369
632	0.668799776
633	0.6687653175
634	0.6687282746
635	0.6686900521
636	0.6686508663
637	0.6686180086
638	0.6685824588
639	0.6685430342
640	0.668507914
641	0.6684702705
642	0.6684322031
643	0.6684002486
644	0.6683663108
645	0.6683288015
646	0.6682915326
647	0.668256195
648	0.6682204091
649	0.6681863067
650	0.6681475166
651	0.6681117987
652	0.6680768816
653	0.6680421351
654	0.6680071911
655	0.667971932
656	0.6679365261
657	0.6679020206
658	0.6678661053
659	0.6678345609
660	0.6678010739
661	0.667767096
662	0.6677329505
663	0.6676976974
664	0.6676622415
665	0.6676285006
666	0.667592164
667	0.6675574266
668	0.6675163514
669	0.6674801894
670	0.6674426307
671	0.6674078004
672	0.6673724388
673	0.6673371967
674	0.6672997783
675	0.6672621369
676	0.6672292042
677	0.667195326
678	0.6671620721
679	0.6671268386
680	0.6670922195
681	0.6670507921
682	0.6670167705
683	0.6669778343
684	0.6669434559
685	0.6669037045
686	0.6668685794
687	0.6668351573
688	0.6667980344
689	0.6667633385
690	0.6667298124
691	0.6666929129
692	0.6666594572
693	0.6666192058
694	0.6665851939
695	0.6665498707
696	0.666513519
697	0.6664783162
698	0.6664434018
699	0.6664088288
700	0.6663719525
701	0.6663344632
702	0.666299523
703	0.6662652884
704	0.666230525
705	0.6661954208
706	0.6661624639
707	0.6661285545
708	0.6660934861
709	0.6660599218
710	0.6660222016
711	0.6659860893
712	0.6659497748
713	0.6659151881
714	0.6658790921
715	0.6658444414
716	0.6658099903
717	0.6657743058
718	0.6657403657
719	0.6657043003
720	0.6656694331
721	0.6656339075
722	0.6655966574
723	0.6655607446
724	0.6655246267
725	0.6654875669
726	0.6654522875
727	0.6654171367
728	0.6653806158
729	0.6653449002
730	0.6653098481
731	0.6652704838
732	0.6652346694
733	0.6652025294
734	0.6651679859
735	0.6651314051
736	0.6650973605
737	0.6650616659
738	0.6650280523
739	0.664992566
740	0.6649586017
741	0.6649246675
742	0.6648917133
743	0.6648558031
744	0.6648215348
745	0.6647846249
746	0.6647515244
747	0.6647142197
748	0.664679874
749	0.6646438543
750	0.6646096401
751	0.6645764579
752	0.6645383127
753	0.6645009144
754	0.6644655364
755	0.6644314868
756	0.6643935423
757	0.6643597058
758	0.6643232887
759	0.664287194
760	0.6642528777
761	0.6642177638
762	0.6641826398
763	0.6641452894
764	0.6641110675
765	0.6640756684
766	0.6640404892
767	0.6640063248
768	0.6639718902
769	0.6639371488
770	0.6639012231
771	0.6638659963
772	0.6638306989
773	0.6637953084
774	0.6637610953
775	0.6637264133
776	0.6636910627
777	0.6636569353
778	0.663623059
779	0.6635866185
780	0.6635506423
781	0.6635175374
782	0.6634830198
783	0.663449578
784	0.6634130515
785	0.6633789794
786	0.6633456866
787	0.6633107209
788	0.6632781441
789	0.6632418641
790	0.6632035604
791	0.6631686459
792	0.6631355067
793	0.6631022564
794	0.6630677502
795	0.6630330643
796	0.6629957061
797	0.6629625939
798	0.6629276459
799	0.6628884404
800	0.6628521626
801	0.662816034
802	0.6627803462
803	0.6627460857
804	0.6627104974
805	0.6626772251
806	0.6626435722
807	0.6626084391
808	0.6625730283
809	0.6625346971
810	0.6624975865
811	0.6624599046
812	0.6624278513
813	0.6623939267
814	0.6623567702
815	0.6623244045
816	0.6622909725
817	0.6622578413
818	0.6622237656
819	0.6621895279
820	0.6621573962
821	0.6621242743
822	0.6620905944
823	0.6620575225
824	0.6620229435
825	0.6619866691
826	0.6619464909
827	0.6619127393
828	0.6618782295
829	0.6618439416
830	0.6618086768
831	0.6617746925
832	0.6617394363
833	0.6617045368
834	0.6616696038
835	0.6616364773
836	0.661599575
837	0.6615650255
838	0.6615309796
839	0.6614948858
840	0.6614615724
841	0.6614295378
842	0.6613965257
843	0.6613623215
844	0.6613293425
845	0.6612953171
846	0.6612608873
847	0.6612259053
848	0.6611917015
849	0.6611564806
850	0.6611174872
851	0.6610816804
852	0.6610476395
853	0.6610131877
854	0.6609807003
855	0.6609492647
856	0.6609140267
857	0.660879747
858	0.6608454145
859	0.660808812
860	0.6607748139
861	0.6607412813
862	0.6607072995
863	0.6606721072
864	0.6606394199
865	0.6606023093
866	0.6605688914
867	0.6605317937
868	0.6604983675
869	0.6604640254
870	0.660426457
871	0.6603918843
872	0.6603546209
873	0.660320543
874	0.6602889902
875	0.6602556811
876	0.6602220123
877	0.6601885434
878	0.6601535755
879	0.6601193133
880	0.6600835495
881	0.6600502675
882	0.6600165833
883	0.6599857678
884	0.6599520327
885	0.6599184542
886	0.6598849521
887	0.6598503146
888	0.6598163466
889	0.6597820655
890	0.6597438526
891	0.6597103934
892	0.6596781133
893	0.6596431543
894	0.6596107629
895	0.6595782065
896	0.6595440151
897	0.6595073359
898	0.659474117
899	0.6594401105
900	0.6594051201
901	0.6593732887
902	0.6593408345
903	0.6593072613
904	0.6592718363
905	0.6592385057
906	0.6592041225
907	0.6591715468
908	0.6591409756
909	0.6591081628
910	0.6590722624
911	0.6590398056
912	0.6590035081
913	0.6589714164
914	0.6589384603
915	0.6589000103
916	0.6588642099
917	0.6588300668
918	0.65879439
919	0.6587610421
920	0.6587280455
921	0.6586944692
922	0.6586596005
923	0.6586245419
924	0.6585900686
925	0.6585565803
926	0.6585227287
927	0.6584886886
928	0.6584561367
929	0.6584237383
930	0.6583900779
931	0.6583583546
932	0.6583255723
933	0.6582913375
934	0.6582580372
935	0.6582243829
936	0.6581873897
937	0.6581510542
938	0.6581178628
939	0.6580846269
940	0.6580513874
941	0.6580188896
942	0.6579863786
943	0.6579531096
944	0.6579200049
945	0.6578873467
946	0.6578542472
947	0.6578183392
948	0.6577850102
949	0.6577527917
950	0.6577194636
951	0.6576834947
952	0.6576501682
953	0.6576158619
954	0.6575831782
955	0.6575497906
956	0.6575179614
957	0.6574850541
958	0.6574468645
959	0.6574139946
960	0.6573807342
961	0.6573496107
962	0.6573167592
963	0.657283644
964	0.6572505261
965	0.6572179511
966	0.657183566
967	0.6571482769
968	0.6571164881
969	0.6570834895
970	0.6570499997
971	0.6570124741
972	0.6569793146
973	0.6569462274
974	0.6569133729
975	0.656881284
976	0.6568484399
977	0.6568154355
978	0.6567827747
979	0.6567493944
980	0.6567140513
981	0.6566813808
982	0.6566477894
983	0.6566142025
984	0.6565810601
985	0.6565475413
986	0.6565166732
987	0.6564842352
988	0.6564516819
989	0.6564167063
990	0.6563798983
991	0.6563447052
992	0.6563132265
993	0.6562795092
994	0.6562464506
995	0.6562136052
996	0.6561792336
997	0.6561456963
998	0.6561138336
999	0.656078555
1000	0.6560441814
1001	0.6560118981
1002	0.65598248
1003	0.6559491352
1004	0.6559169438
1005	0.6558868087
1006	0.6558507986
1007	0.655818742
1008	0.6557840799
1009	0.6557494579
1010	0.6557151559
1011	0.65568161
1012	0.6556499423
1013	0.6556185035
1014	0.6555850928
1015	0.6555498501
1016	0.6555189817
1017	0.6554883436
1018	0.6554561147
1019	0.6554225836
1020	0.6553890887
1021	0.65535675
1022	0.6553229583
1023	0.6552888267
1024	0.6552582774
1025	0.6552246826
1026	0.6551918324
1027	0.6551571179
1028	0.6551246666
1029	0.6550903686
1030	0.6550569506
1031	0.6550196588
1032	0.6549896229
1033	0.6549585548
1034	0.6549263729
1035	0.6548943321
1036	0.6548625655
1037	0.6548310387
1038	0.6547971249
1039	0.6547661929
1040	0.6547340636
1041	0.6546990433
1042	0.6546677084
1043	0.6546358553
1044	0.6546022304
1045	0.6545707987
1046	0.65453632
1047	0.6545035301
1048	0.654472202
1049	0.6544359792
1050	0.6544022714
1051	0.6543698796
1052	0.654337028
1053	0.6543042507
1054	0.6542725655
1055	0.6542386338
1056	0.6542064198
1057	0.6541706356
1058	0.6541370086
1059	0.6541024963
1060	0.6540697442
1061	0.6540370613
1062	0.6540017672
1063	0.6539706617
1064	0.6539378451
1065	0.6539034532
1066	0.6538730914
1067	0.653840868
1068	0.6538085884
1069	0.6537749185
1070	0.6537412595
1071	0.6537095473
1072	0.6536760231
1073	0.653642541
1074	0.6536119989
1075	0.6535768115
1076	0.6535427112
1077	0.6535111141
1078	0.6534785605
1079	0.653445638
1080	0.6534105069
1081	0.6533789484
1082	0.6533447973
1083	0.6533125633
1084	0.6532782562
1085	0.6532461437
1086	0.6532163486
1087	0.6531834583
1088	0.653152567
1089	0.6531204826
1090	0.6530847235
1091	0.6530511149
1092	0.6530188196
1093	0.652990237
1094	0.6529553925
1095	0.6529221049
1096	0.6528877255
1097	0.6528554161
1098	0.6528205434
1099	0.6527869041
1100	0.6527544164
1101	0.6527230238
1102	0.6526903365
1103	0.6526557475
1104	0.6526216852
1105	0.6525890702
1106	0.652555149
1107	0.6525181993
1108	0.6524837197
1109	0.6524535513
1110	0.6524206759
1111	0.6523898177
1112	0.652354561
1113	0.6523213555
1114	0.6522890478
1115	0.6522576894
1116	0.6522250772
1117	0.6521927653
1118	0.6521602674
1119	0.6521276677
1120	0.652092901
1121	0.6520621001
1122	0.6520307496
1123	0.6519989253
1124	0.6519641161
1125	0.6519325287
1126	0.6518989702
1127	0.6518674147
1128	0.6518373692
1129	0.651804473
1130	0.6517729022
1131	0.6517414776
1132	0.6517101449
1133	0.6516783818
1134	0.651646997
1135	0.6516129997
1136	0.6515817175
1137	0.65154924
1138	0.6515146165
1139	0.6514855269
1140	0.6514533265
1141	0.6514206027
1142	0.6513868581
1143	0.6513542147
1144	0.6513249504
1145	0.6512928876
1146	0.6512620396
1147	0.6512311933
1148	0.6511991447
1149	0.6511677647
1150	0.651136153
1151	0.6511044302
1152	0.6510744539
1153	0.6510416492
1154	0.6510102347
1155	0.6509784777
1156	0.650950287
1157	0.6509178157
1158	0.6508829586
1159	0.6508453863
1160	0.6508160078
1161	0.6507845528
1162	0.6507543256
1163	0.6507187129
1164	0.6506843525
1165	0.6506516406
1166	0.6506183116
1167	0.650587891
1168	0.650556825
1169	0.6505252513
1170	0.6504945425
1171	0.6504605626
1172	0.6504308768
1173	0.6503976822
1174	0.6503637514
1175	0.6503267694
1176	0.6502938403
1177	0.650261867
1178	0.6502289506
1179	0.6501967021
1180	0.6501654122
1181	0.6501348244
1182	0.6501038042
1183	0.65007304
1184	0.6500421904
1185	0.6500066814
1186	0.64997425
1187	0.6499432086
1188	0.6499064731
1189	0.6498756646
1190	0.6498423201
1191	0.6498101506
1192	0.6497795354
1193	0.6497450636
1194	0.6497134047
1195	0.6496815565
1196	0.6496495404
1197	0.6496188913
1198	0.6495888989
1199	0.6495558361
1200	0.6495227006
1201	0.6494905473
1202	0.6494575793
1203	0.6494233561
1204	0.6493922296
1205	0.6493554096
1206	0.649320503
1207	0.6492898461
1208	0.6492582772
1209	0.6492277115
1210	0.6491966537
1211	0.6491655548
1212	0.6491342949
1213	0.6491001134
1214	0.6490685312
1215	0.6490363702
1216	0.649000549
1217	0.6489668
1218	0.648934896
1219	0.6489035159
1220	0.6488732592
1221	0.6488453684
1222	0.6488111527
1223	0.6487802254
1224	0.6487522366
1225	0.648724092
1226	0.6486917013
1227	0.6486612438
1228	0.6486304945
1229	0.6485979161
1230	0.648567152
1231	0.6485355302
1232	0.6485035447
1233	0.6484716275
1234	0.6484321088
1235	0.6483956289
1236	0.6483649767
1237	0.6483336899
1238	0.6483020237
1239	0.6482718822
1240	0.6482424413
1241	0.648212528
1242	0.6481805301
1243	0.6481478466
1244	0.6481162817
1245	0.6480819333
1246	0.6480481771
1247	0.6480143582
1248	0.6479831801
1249	0.647952729
1250	0.6479216812
1251	0.647890708
1252	0.6478573892
1253	0.6478272862
1254	0.6477951042
1255	0.6477639972
1256	0.6477317097
1257	0.6476981567
1258	0.6476683737
1259	0.6476355239
1260	0.6476041469
1261	0.647570811
1262	0.6475365971
1263	0.6475027177
1264	0.647471174
1265	0.6474413142
1266	0.6474097069
1267	0.6473761728
1268	0.6473459266
1269	0.6473147328
1270	0.6472827387
1271	0.6472521399
1272	0.6472226466
1273	0.6471912494
1274	0.6471608534
1275	0.6471308703
1276	0.6471008411
1277	0.647070329
1278	0.6470408281
1279	0.647009727
1280	0.646978422
1281	0.6469496622
1282	0.6469196269
1283	0.6468887496
1284	0.6468580517
1285	0.6468260418
1286	0.6467953094
1287	0.6467632858
1288	0.6467313563
1289	0.6466991915
1290	0.6466601325
1291	0.6466302784
1292	0.6465957912
1293	0.6465665377
1294	0.6465329847
1295	0.6465006045
1296	0.6464691155
1297	0.6464371315
1298	0.6464060873
1299	0.646370242
1300	0.646339098
1301	0.6463053563
1302	0.6462741174
1303	0.6462391026
1304	0.6462080814
1305	0.6461775696
1306	0.6461424698
1307	0.6461130733
1308	0.6460779338
1309	0.6460475342
1310	0.6460168803
1311	0.6459852176
1312	0.6459511426
1313	0.6459206609
1314	0.6458908234
1315	0.6458588732
1316	0.6458259766
1317	0.6457958444
1318	0.6457653007
1319	0.6457345529
1320	0.6457043869
1321	0.6456685184
1322	0.6456376191
1323	0.6456055326
1324	0.6455754875
1325	0.6455444425
1326	0.6455138674
1327	0.6454830935
1328	0.6454520947
1329	0.6454180242
1330	0.6453867901
1331	0.6453555949
1332	0.6453245031
1333	0.6452929227
1334	0.6452621671
1335	0.6452327996
1336	0.6452016794
1337	0.64516908
1338	0.6451356088
1339	0.6451027932
1340	0.6450723688
1341	0.6450417523
1342	0.6450093283
1343	0.6449764505
1344	0.6449462898
1345	0.6449154083
1346	0.6448849741
1347	0.6448534664
1348	0.6448228776
1349	0.6447912635
1350	0.6447616223
1351	0.6447326397
1352	0.6447006656
1353	0.6446700648
1354	0.6446393037
1355	0.6446087609
1356	0.6445757742
1357	0.6445455382
1358	0.6445137087
1359	0.6444847598
1360	0.6444560306
1361	0.6444211681
1362	0.6443911833
1363	0.6443615427
1364	0.6443297441
1365	0.644295581
1366	0.6442640731
1367	0.6442310704
1368	0.6441986734
1369	0.6441663956
1370	0.6441352663
1371	0.6441031185
1372	0.6440728168
1373	0.6440395278
1374	0.6440083687
1375	0.6439776149
1376	0.6439416646
1377	0.6439136196
1378	0.6438830947
1379	0.6438498899
1380	0.6438160879
1381	0.6437870648
1382	0.643751703
1383	0.6437175192
1384	0.6436869391
1385	0.6436552904
1386	0.6436207178
1387	0.6435907891
1388	0.6435601783
1389	0.6435316603
1390	0.6435007358
1391	0.6434708507
1392	0.6434396513
1393	0.6434102409
1394	0.6433808578
1395	0.6433517768
1396	0.6433220303
1397	0.6432915293
1398	0.6432602807
1399	0.6432298259
1400	0.643197299
1401	0.6431648732
1402	0.6431340184
1403	0.6431033144
1404	0.6430714823
1405	0.6430412695
1406	0.6430125379
1407	0.6429834943
1408	0.6429521792
1409	0.6429206565
1410	0.6428899965
1411	0.6428624764
1412	0.6428321961
1413	0.6427974351
1414	0.6427679521
1415	0.6427385459
1416	0.6427088934
1417	0.642678712
1418	0.642644128
1419	0.6426117223
1420	0.6425794603
1421	0.6425499319
1422	0.6425203695
1423	0.64248994
1424	0.6424556693
1425	0.6424263487
1426	0.6423974266
1427	0.642369036
1428	0.6423387362
1429	0.6423078957
1430	0.6422780105
1431	0.6422472537
1432	0.6422169006
1433	0.6421869319
1434	0.6421567377
1435	0.6421219435
1436	0.6420917716
1437	0.642062262
1438	0.6420331143
1439	0.6420003916
1440	0.6419709333
1441	0.6419402954
1442	0.641906425
1443	0.6418740479
1444	0.6418438813
1445	0.6418131265
1446	0.6417825037
1447	0.6417476264
1448	0.6417149848
1449	0.6416848001
1450	0.6416567863
1451	0.6416245631
1452	0.6415913411
1453	0.6415608088
1454	0.6415316425
1455	0.6415001208
1456	0.6414714224
1457	0.6414424644
1458	0.6414102314
1459	0.6413802972
1460	0.6413517505
1461	0.6413226585
1462	0.6412921629
1463	0.6412614064
1464	0.6412286559
1465	0.6411964823
1466	0.6411643696
1467	0.641133511
1468	0.6410991774
1469	0.6410697239
1470	0.6410371638
1471	0.6410078333
1472	0.6409773766
1473	0.6409474202
1474	0.6409173701
1475	0.6408866541
1476	0.6408565804
1477	0.6408223072
1478	0.6407909592
1479	0.6407588583
1480	0.6407286705
1481	0.6406963997
1482	0.6406664568
1483	0.6406377397
1484	0.6406077741
1485	0.640577255
1486	0.6405466321
1487	0.6405133328
1488	0.6404848126
1489	0.6404545063
1490	0.6404250432
1491	0.6403945841
1492	0.6403623092
1493	0.6403302488
1494	0.6402992361
1495	0.6402690125
1496	0.6402383639
1497	0.6402101747
1498	0.6401797331
1499	0.6401501985
1500	0.6401196919
1501	0.6400903387
1502	0.6400617216
1503	0.6400324804
1504	0.6400038064
1505	0.6399745249
1506	0.6399458199
1507	0.6399142043
1508	0.639884193
1509	0.6398497165
1510	0.639820292
